ID,Screen,Country / company,Claim,Source (APA),Link,Retrieved,Verified by,Notes,Quote
SG-72,political weather,Singapore,"Singapore and China agreed that the China-Singapore FTA Further Upgrade Protocol would enter into force on 31 December 2024, announced at the 20th Joint Council for Bilateral Cooperation on 11 November 2024.","Ministry of Trade and Industry. (2024, November 11). Singapore and China are committed to ensuring that the China-Singapore Free Trade Agreement Further Upgrade Protocol would enter into force. Ministry of Trade and Industry.",https://www.mti.gov.sg/Newsroom/Press-Releases/2024/11/Singapore-and-China-are-committed-to-ensuring-that-the-China-Singapore-Free-Trade-Agreement,2026-09-13,,,would enter into force on 31 December 2024
SG-73,political weather,Singapore,"Civil unrest is extremely rare: the December 2013 Little India riot involved about 300 rioters, injured 54 officers and eight civilians, and was the worst public violence in Singapore in over four decades.",National Library Board. (n.d.). Little India riot. NLB Singapore.,https://www.nlb.gov.sg/main/article-detail?cmsuuid=1665605a-de43-4e02-a8aa-c3d8f42a1c8c,2026-09-13,,,"Some 300 rioters took part in the unrest, which was the worst case of public violence in Singapore in over four decades."
SG-74,political weather,Singapore,"Wealth management is a politically exposed industry: MAS's 2024 Asset Management Survey, released 11 August 2025, put assets under management at S$6.07 trillion, up 12 percent.","CNPLaw. (2025, August 11). Singapore's asset management industry grows 12% in 2024, reaching S$6.07 trillion in AUM. CNPLaw.",https://www.cnplaw.com/singapores-asset-management-industry-grows-12-in-2024-reaching-s6-07-trillion-in-aum/,2026-09-13,,,"The Monetary Authority of Singapore (""MAS"") has released its 2024 Singapore Asset Management Survey"
SG-75,political weather,Singapore,"Shipping and bunkering set records in 2025: container throughput hit 44.66 million TEUs (up 8.6 percent), vessel arrivals 3.22 billion GT, and marine fuel sales 56.77 million tonnes, announced 13 January 2026.","Maritime and Port Authority of Singapore. (2026, January 13). Singapore posts record port performance in 2025 and develops future readiness through industry collaborations for 2026. MPA.",https://www.mpa.gov.sg/media-centre/details/singapore-posts-record-port-performance-in-2025-and-develops-future-readiness-through-industry-collaborations-for-2026,2026-09-13,,,44.66 million TEUs
SG-76,political weather,Singapore,"Data centres and energy are now a policy pressure point: PwC projects Singapore data centre investment rising from about US$7 billion a year in 2026 to US$19.2 billion by 2050, against a government target of at least 300 MW of additional capacity in the near term.","TNGlobal. (2026, September 9). Singapore data center annual investment to reach $19.2 billion in 2050 - PwC. TNGlobal.",https://technode.global/2026/09/09/singapore-data-center-annual-investment-to-reach-19-2-billion-in-2050-pwc/,2026-09-13,,,at least 300 megawatts of additional capacity in the near term
SG-77,etiquette,Singapore,"Standard Singapore business dress is a long-sleeved shirt, with no tie required for most meetings; a coat and tie is reserved for formal occasions.",International Trade Administration. (n.d.). Singapore - Business travel. U.S. Department of Commerce.,https://www.trade.gov/country-commercial-guides/singapore-business-travel,2026-09-13,,,"Singapore business dress is a long-sleeved shirt, and the absence of a tie is acceptable."
SG-78,etiquette,Singapore,"Address Singaporean counterparts by their last name until invited to do otherwise; when unsure, ask ""How shall I address you?""",International Trade Administration. (n.d.). Singapore - Business travel. U.S. Department of Commerce.,https://www.trade.gov/country-commercial-guides/singapore-business-travel,2026-09-13,,,"For politeness and respect, it is wise to address a businessperson by the last name rather than the first name."
SG-79,etiquette,Singapore,"Standard business hours are 8:30 a.m. to 5:00 p.m., Monday to Friday, and business discussion is usually very straightforward.",International Trade Administration. (n.d.). Singapore - Business travel. U.S. Department of Commerce.,https://www.trade.gov/country-commercial-guides/singapore-business-travel,2026-09-13,,,usually very straightforward
SG-80,etiquette,Singapore,"Visitors should treat race and religion as sensitive ground: offences that incite violence, promote enmity or wound religious feelings are consolidated under the Maintenance of Religious Harmony Act.",Ministry of Home Affairs. (n.d.). Maintaining racial and religious harmony. Ministry of Home Affairs.,https://www.mha.gov.sg/what-we-do/managing-security-threats/maintaining-racial-and-religious-harmony/,2026-09-13,,,consolidated under the MRHA
SG-81,etiquette,Singapore,"Everyday laws visitors break carry real consequences: US travel guidance lists jaywalking, littering or spitting as grounds for possible arrest, and drug charges as attracting the death penalty or caning.","U.S. Department of State. (2026, March 9). Singapore international travel information. Bureau of Consular Affairs.",https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Singapore.html,2026-09-13,,,"Jaywalking, littering, or spitting - possible arrest"
SG-82,etiquette,Singapore,"Possessing, buying or using vapes is illegal for visitors too; foreigners face fines, confiscation and possible deportation with re-entry bans.","U.S. Department of State. (2026, March 9). Singapore international travel information. Bureau of Consular Affairs.",https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Singapore.html,2026-09-13,,,"It is illegal to possess, purchase, or use vapes and e-cigarettes."
SG-83,itinerary,Singapore,"Emerson's process management arm operates a Singapore regional entity, Emerson Process Mgmt Asia Pacific Pte Ltd, at 1 Pandan Crescent, Singapore 128461, listed as its Asia-Pacific contact point.",Emerson. (n.d.). Emerson Process Management Asia-Pacific contacts. Emerson Process.,https://www3.emersonprocess.com/remote/emerson/support/RAS_AP.html,2026-09-13,,,Emerson Process Mgmt Asia Pacific Pte Ltd | 1 Pandan Crescent | Singapore | Singapore | 128461
SG-84,itinerary,Singapore,"Swapaholic, founded in Singapore in 2017 by Priyanka Shahra, is a preloved-fashion swap, sell and buy platform serving a customer base of more than 20,000.","SG Magazine. (n.d.). #10minswith... Priyanka Shahra, founder of Swapaholic. SG Magazine.",https://sgmagazine.com/lifestyle/10minswith-priyanka-shahra-founder-of-swapaholic/,2026-09-13,,,"a 20,000+ strong customer base"
SG-85,itinerary,Singapore,"Swapaholic is a Certified B Corporation and runs a physical Swap Shop at The Centrepoint on Orchard Road; single swap events have diverted over 1,500 kg of textile waste from Semakau landfill.",Swapaholic. (n.d.). Sustainable fashion: Swapaholic events. Swapaholic.,https://www.events.swapaholic.com/,2026-09-13,,,"prevented at least 1,556 kilograms textile waste from reaching our Semakau landfill"
SG-86,itinerary,Singapore,Mastercard's Singapore office serves as the company's Asia Pacific headquarters.,Mastercard. (n.d.). Jobs in Singapore. Mastercard Careers.,https://careers.mastercard.com/us/en/singapore,2026-09-13,,,The Singapore office serves as Mastercard's Asia Pacific headquarters
SG-87,itinerary,Singapore,"S&P Global's Singapore office is at 12 Marina Boulevard, Marina Bay Financial Centre Tower 3, Level 23, Singapore 018982, part of a network of over 70 offices in 35 countries.",S&P Global. (n.d.). Office locations. S&P Global.,https://www.spglobal.com/en/contact-us/office-locations,2026-09-13,,,"12 Marina Boulevard, Marina Bay Financial Centre Tower 3, Level 23, Singapore, 018982"
SG-88,itinerary,Singapore,"UOB is headquartered at 80 Raffles Place, UOB Plaza, Singapore 048624, and reported total assets of S$572.1 billion and net profit of S$4,682 million for FY2025.",United Overseas Bank. (2026). Condensed financial statements 4Q 2025. UOB.,https://www.uob.com.sg/investor-relations/assets/pdfs/investor/financial/2025/condensed-financial-statements-4q-2025.pdf,2026-09-13,,,"80 Raffles Place UOB Plaza, Singapore 048624"
SG-89,itinerary,Singapore,"The U.S. Commercial Service at the American Embassy in Singapore is located at 27 Napier Road, Singapore 258508 (tel. +65 6476-9037) and supports US companies using Singapore as a regional hub.",U.S. Embassy in Singapore. (n.d.). Business. U.S. Embassy Singapore.,https://sg.usembassy.gov/business/,2026-09-13,,,27 Napier Road Singapore 258508 Tel: [(65) 6476-9037]
SG-90,itinerary,Singapore,"The US Embassy describes Singapore as a preferred regional business hub and distribution centre for US companies reaching Asia, and one of the United States' largest trading partners.",U.S. Embassy in Singapore. (n.d.). Business. U.S. Embassy Singapore.,https://sg.usembassy.gov/business/,2026-09-13,,,making it a preferred regional business hub and distribution center for U.S. companies to reach Asia
SG-91,what changed,Singapore,"On 8 September 2026 the government accepted a review raising political salaries for the first time in 15 years: MP allowances rise from S$13,750 to S$18,500 a month from 15 October 2026, and PM Wong said he would donate his own increase.","Prime Minister's Office Singapore. (2026, September 8). PM Lawrence Wong on Government's response to ""2026 review of salaries for political appointment holders and Members of Parliament"". Prime Minister's Office.",https://www.pmo.gov.sg/newsroom/pm-lawrence-wong-on-government-response-to-2026-review-of-salaries-for-political-appointment-holders-and-members-of-parliament/,2026-09-13,,,I will donate the full increase in my salary arising from this adjustment
SG-92,what changed,Singapore,"On 10 September 2026 the Internal Security Department's Terrorism Threat Assessment Report 2026 said Singapore continues to face a high terrorism threat, with eight Singaporeans detained or issued Restriction Orders since July 2025.","The Star. (2026, September 10). Singapore continues to face high terrorism threat. The Star.",https://www.thestar.com.my/aseanplus/aseanplus-news/2026/09/10/singapore-continues-to-face-high-terrorism-threat,2026-09-13,,,"Singapore continues to face a high terrorism threat, with online platforms fuelling radicalisation, especially among youths."
SG-93,what changed,Singapore,"In MAS's September 2026 Survey of Professional Forecasters, economists raised their median 2026 GDP growth forecast to 5 percent from 3.5 percent in June, citing the AI capex acceleration.","Yahoo Finance Singapore. (2026, September). Market watchers raise Singapore's 2026 GDP forecast to 5% in September survey. Yahoo Finance.",https://sg.finance.yahoo.com/news/market-watchers-raise-singapores-2026-200000591.html,2026-09-13,,,"the Singapore economy is most likely to grow between 5% to 5.4%, with an average probability of 37%"
SG-94,what changed,Singapore,"At the National Day Rally on 23 August 2026 PM Wong put families and affordability at the centre of policy, cutting target full-day childcare fees to about S$150 a month and raising the BTO income ceiling from S$14,000 to S$16,000.","Prime Minister's Office Singapore. (2026, August 23). National Day Rally 2026. Prime Minister's Office.",https://www.pmo.gov.sg/newsroom/ndr2026/,2026-09-13,,,nearly $150 a month
SG-95,what changed,Singapore,"A PwC study released on 9 September 2026 projects cumulative Singapore data centre investment of about US$330 billion between 2026 and 2050, underlining energy and land as the binding constraints on the AI build-out.","TNGlobal. (2026, September 9). Singapore data center annual investment to reach $19.2 billion in 2050 - PwC. TNGlobal.",https://technode.global/2026/09/09/singapore-data-center-annual-investment-to-reach-19-2-billion-in-2050-pwc/,2026-09-13,,,"Singapore cannot rival larger Southeast Asian markets on land or unconstrained power volume, but it can compete on the quality of each megawatt deployed."
VN-1,need to know,Vietnam,"US citizens can apply online for a Vietnamese e-visa valid up to 90 days, costing USD 25 for single entry or USD 50 for multiple entries (US Embassy Hanoi, retrieved September 13, 2026).",U.S. Embassy & Consulate in Vietnam. (n.d.). Vietnamese visas and entry/exit. U.S. Department of State.,https://vn.usembassy.gov/vietnamese-visas-and-entry-exit/,2026-09-13,,,"E-visas are issued with a validity period of up to 90 days, one-entry for 25 USD or multiple-entries for 50 USD"
VN-2,need to know,Vietnam,"The US State Department rates Vietnam Level 1 (Exercise Normal Precautions) as of its June 24, 2026 advisory, while warning that petty crime is common in tourist areas.","U.S. Department of State. (2026, June 24). Vietnam travel advisory. Travel.State.Gov.",https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/vietnam-travel-advisory.html,2026-09-13,,,"Petty crime is common, especially in popular tourist locations. Stay aware of your surroundings."
VN-3,need to know,Vietnam,"Vietnam had over 77 million registered motorcycles as of September 2024, about 770 per 1,000 people, and motorbikes make up 85-90% of road traffic.","VietNamNet. (2024, November 5). Vietnam leads the world in motorcycle usage with over 77 million registered. VietNamNet Global.",https://vietnamnet.vn/en/vietnam-leads-the-world-in-motorcycle-usage-with-over-77-million-registered-2338732.html,2026-09-13,,,"a motorcycle ownership rate of 770 per 1,000 people"
VN-4,need to know,Vietnam,"Local guidance for crossing Vietnamese streets is to step out and keep walking at a steady, predictable pace rather than stopping or darting back.",Vietcetera. (n.d.). Vietnam survival guide: Road crossing 101. Vietcetera.,https://vietcetera.com/en/vietnam-survival-guide-road-crossing-101,2026-09-13,,,"the golden rule for crossing the road in Vietnam is simple: once you step out, keep moving"
VN-5,need to know,Vietnam,"Vietnam's official currency is the dong, notes only (no coins), and tipping in restaurants and cafes is not expected, though cards are widely accepted in hotels and larger venues.",Vietnam National Administration of Tourism. (n.d.). Currency and payments in Vietnam. Vietnam.travel.,https://vietnam.travel/things-to-do/currency-and-payments-vietnam,2026-09-13,,,Tipping in restaurants and cafes is not expected but always appreciated.
VN-6,need to know,Vietnam,"Tet (Lunar New Year) 2026 runs February 14-22, with core public holidays February 16-20, 2026 - the period when most Vietnamese business shuts down.",Vietnam Briefing. (n.d.). 2026 Vietnam public holiday schedule: No nine-day April break planned. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/2026-vietnam-public-holiday-schedule-tet-national-day-holidays.html/,2026-09-13,,,1 day off at the end of the old lunar year and 4 days at the beginning of the new year
VN-7,need to know,Vietnam,"Vietnam's typhoon season runs approximately June 1 through the end of November, per the US Embassy in Hanoi.",U.S. Embassy & Consulate in Vietnam. (n.d.). Typhoon and tropical cyclone seasons in Vietnam. U.S. Department of State.,https://vn.usembassy.gov/typhoon-and-tropical-cyclone-seasons-in-vietnam/,2026-09-13,,,The typhoon season in Vietnam runs from approximately June 1 through the end of November
VN-8,need to know,Vietnam,"Travellers must declare Vietnamese dong above 15,000,000 VND or foreign currency above USD 5,000 when entering or leaving Vietnam (US State Department, retrieved September 13, 2026).",U.S. Department of State. (n.d.). Vietnam international travel information. Travel.State.Gov.,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Vietnam.html,2026-09-13,,,"You must declare any Vietnamese Dong over 15,000,000 VND or any foreign currency over 5,000 USD."
VN-9,need to know,Vietnam,"Medical care in Vietnam is not free and most local hospitals do not accept US health insurance, so business travellers should carry insurance including medical evacuation (US State Department, retrieved September 13, 2026).",U.S. Department of State. (n.d.). Vietnam international travel information. Travel.State.Gov.,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Vietnam.html,2026-09-13,,,"Medical care is not free in Vietnam. If you require medical attention, you will incur expenses"
VN-10,need to know,Vietnam,"Renting a moped or motorbike in Vietnam without a Vietnamese driver's licence is illegal and can void travel insurance, per the US travel advisory of June 24, 2026.","U.S. Department of State. (2026, June 24). Vietnam travel advisory. Travel.State.Gov.",https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/vietnam-travel-advisory.html,2026-09-13,,,Renting a moped or motorbike without a Vietnamese driver's license is illegal
VN-11,at a glance,Vietnam,"The Vietnamese dong traded at roughly 25,900 VND to 1 US dollar on the mid-market rate as of September 13, 2026.","Xe.com. (2026, September 13). USD to VND currency converter. Xe.",https://www.xe.com/currencyconverter/convert/?Amount=1&From=USD&To=VND,2026-09-13,,,"1 USD = 25,917.15 VND"
VN-12,at a glance,Vietnam,"At the 14th Party Congress, To Lam was re-elected General Secretary of the Communist Party of Vietnam on January 23, 2026, winning 180 of 180 Central Committee votes for a five-year term.","Al Jazeera. (2026, January 23). Vietnam's To Lam wins second term, extends top position for 5 more years. Al Jazeera.",https://www.aljazeera.com/news/2026/1/23/vietnams-to-lam-wins-second-term-extends-top-position-for-5-more-years,2026-09-13,,,absolutely unanimously elected Comrade To Lam to continue holding the position of General Secretary
VN-13,at a glance,Vietnam,"Vietnam held National Assembly elections on March 15, 2026; the Communist Party of Vietnam took 482 of 500 seats with independents holding 18, on a reported 99.70% turnout.",Wikipedia contributors. (2026). 2026 Vietnamese legislative election. Wikipedia.,https://en.wikipedia.org/wiki/2026_Vietnamese_legislative_election,2026-09-13,,,Legislative elections were held in Vietnam on 15 March 2026.
VN-14,at a glance,Vietnam,"As of September 2026 Le Minh Hung is Prime Minister of Vietnam, confirmed in Vietnam News reporting dated September 3, 2026.","Viet Nam News. (2026, September 3). Prime Minister demands 'highest determination' to meet 2026 growth target. Viet Nam News.",https://vietnamnews.vn/economy/1798866/prime-minister-demands-highest-determination-to-meet-2026-growth-target.html,2026-09-13,,,Now is the time to accelerate and make breakthroughs with the highest
VN-15,at a glance,Vietnam,"Vietnam scored 41 out of 100 on Transparency International's 2025 Corruption Perceptions Index, ranking 81st of 182 countries - a one-point improvement on 2024.",Transparency International. (2026). Vietnam. Transparency.org.,https://www.transparency.org/en/countries/vietnam,2026-09-13,,,"Vietnam has a score of 41 this year, with a change of 1 since last year, meaning it ranks 81 out of 182 countries."
VN-16,at a glance,Vietnam,"Vietnam's sovereign credit rating from Fitch remained BB+ with a stable outlook, most recently affirmed in June 2025, even after Fitch assigned BBB- to certain senior secured debt instruments in January 2026.","Vietnam Government Portal. (2026, January 23). Fitch Ratings lifts Viet Nam's credit rating to BBB-. Bao Chinh Phu.",https://en.baochinhphu.vn/fitch-ratings-lifts-viet-nams-credit-rating-to-bbb-111260123092954463.htm,2026-09-13,,,"the move does not affect Viet Nam's overall sovereign credit rating, which remains at BB+ with a stable outlook, most recently affirmed in June 2025"
VN-17,at a glance,Vietnam,"Vietnam's population was 101.6 million in 2025, according to the UNFPA World Population Dashboard.",United Nations Population Fund. (2025). World population dashboard: Viet Nam. UNFPA.,https://www.unfpa.org/data/world-population/VN,2026-09-13,,,"101,600,000"
VN-18,at a glance,Vietnam,"Vietnam's GDP per capita reached USD 5,026 in 2025 (up from USD 4,700 in 2024), with nominal GDP of USD 514 billion, per the General Statistics Office on January 5, 2026.","The Investor. (2026, January 5). Vietnam's economic growth hits 8.02% in 2025, GDP per capita $5,026. The Investor - VAFIE.",https://theinvestor.vn/vietnams-economic-growth-hits-802-in-2025-gdp-per-capita-5026-d18035.html,2026-09-13,,,"GDP per capita $5,026"
VN-19,at a glance,Vietnam,"The World Bank reclassified Vietnam as an upper-middle-income economy effective July 1, 2026, after Atlas GNI per capita rose to USD 4,970, above the USD 4,636 threshold.",Vietnam Briefing. (2026). World Bank reclassifies Vietnam as an upper-middle-income economy. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/vietnam-reaches-upper-middle-income-status-under-world-bank-classification.html/,2026-09-13,,,"Vietnam's Atlas GNI per capita increased to US$4,970, up from US$4,490 in 2024"
VN-20,at a glance,Vietnam,"Coface cites data transparency, corruption perception, a heavy bureaucracy and a fragile banking system among Vietnam's business-climate weaknesses.","Coface. (n.d.). Vietnam: Country file, economic risk analysis. Coface.",https://www.coface.com/news-economy-and-insights/business-risk-dashboard/country-risk-files/vietnam-socialist-republic-of,2026-09-13,,,"Shortcomings in the business climate on back of concerns surrounding data transparency, corruption perception and a persistently heavy bureaucracy"
VN-21,dangers government,Vietnam,"Vietnam cut its provinces from 63 to 34 (six centrally run cities and 28 provinces) effective June 12, 2025, with the new local governments starting operations July 1, 2025, under Resolution No. 202/2025/QH15.",Vietnam Briefing. (2025). Vietnam officially consolidates from 63 to 34 provinces and cities. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/vietnams-government-introduces-official-plan-for-provincial-mergers.html/,2026-09-13,,,"Vietnam's provincial-level administrative units will be reduced from 63 to 34 as of 12 June, comprising six centrally run cities and 28 provinces"
VN-22,dangers government,Vietnam,"On February 12, 2025 Vietnam's National Assembly approved cutting ministries and agencies from 30 to 22, with roughly 100,000 public employees to be made redundant or offered early retirement.","Voice of America. (2025, February 12). Vietnam parliament approves radical government cost-cutting drive. VOA News.",https://www.voanews.com/a/vietnam-parliament-approves-radical-govt-cost-cutting-drive-/7978965.html,2026-09-13,,,"100,000 people will be made redundant or offered early retirement"
VN-23,dangers government,Vietnam,"In 2025 Vietnam's Politburo, Secretariat and Central Inspection Commission disciplined 23 centrally managed officials, six of whom faced criminal prosecution; locally, 98 top or deputy leaders were disciplined and 46 charged (reported December 26, 2025).","VietNamNet. (2025, December 26). 23 senior officials disciplined in Vietnam in 2025, 6 face criminal charges. VietNamNet Global.",https://vietnamnet.vn/en/23-senior-officials-disciplined-in-vietnam-in-2025-6-face-criminal-charges-2476120.html,2026-09-13,,,"disciplined 23 officials under Central management, including 6 individuals facing criminal prosecution"
VN-24,dangers government,Vietnam,"Vietnam's anti-corruption campaign produced extraordinary churn at the top: President Vo Van Thuong resigned in March 2024 over 'violations and shortcomings', and four Politburo members - including the two previous presidents - stepped down during the campaign.","Hutt, D. (2024, March). Vietnam's parliament accepts president's resignation, successor remains unclear. The Diplomat.",https://thediplomat.com/2024/03/vietnams-parliament-accepts-presidents-resignation-successor-remains-unclear/,2026-09-13,,,"Phuc and Truong, the past two presidents, are among the four members of the CPV Politburo...who have stepped down since the beginning of the campaign"
VN-25,dangers government,Vietnam,"Under Decree 53/2022/ND-CP, foreign digital service providers can be ordered by Vietnam's Ministry of Public Security to localise user data, with 12 months from the formal request to comply and a minimum 24-month retention period.",International Trade Administration. (n.d.). Vietnam cybersecurity data localization requirements. U.S. Department of Commerce.,https://www.trade.gov/market-intelligence/vietnam-cybersecurity-data-localization-requirements,2026-09-13,,,12 months from the date of the Minister of Public Security's formal request
VN-26,dangers government,Vietnam,"Vietnam's Personal Data Protection Law (Law No. 91/2025/QH15) was passed June 26, 2025 and took effect January 1, 2026, with fines for cross-border transfer violations of up to 5% of prior-year revenue.",Tilleke & Gibbins. (2025). Vietnam's new Personal Data Protection Law: A closer look. Tilleke & Gibbins.,https://www.tilleke.com/insights/vietnams-new-personal-data-protection-law-a-closer-look/,2026-09-13,,,5% of the violator's revenue in the preceding fiscal year
VN-27,dangers government,Vietnam,"Vietnam's first Law on Data (No. 60/2024/QH15) was approved November 30, 2024 with 94.15% support and took effect July 1, 2025, creating a National Data Center under the Ministry of Public Security.","Vietnam Briefing. (2024, December). Vietnam National Assembly approves Law on Data. Dezan Shira & Associates.",https://www.vietnam-briefing.com/news/vietnam-national-assembly-approves-law-on-data.html/,2026-09-13,,,General and principled regulations on the construction and development of the National Data Center
VN-28,dangers government,Vietnam,"Vietnam's updated cybersecurity law took effect July 1, 2026, requiring platforms to remove infringing content within 24 hours - or six hours in urgent cases - and to store user data such as IP addresses and account names locally.",Tech Policy Press. (2026). Vietnam tightens online speech controls as cyber law takes effect. Tech Policy Press.,https://www.techpolicy.press/vietnam-tightens-online-speech-controls-as-cyber-law-takes-effect/,2026-09-13,,,"The law now gives platforms 24 hours to remove infringing content, but in 'urgent cases,' that's shortened further to six hours."
VN-29,dangers government,Vietnam,"Vietnam's amended Law on Investment, approved December 11, 2025 and mostly effective March 1, 2026, cut 38 conditional business lines and lets foreign investors establish a company before obtaining an Investment Registration Certificate.",Vietnam Briefing. (2026). Understanding Vietnam's amended Investment Law: Key changes for businesses. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/understanding-vietnams-amended-investment-law-key-changes-for-businesses.html/,2026-09-13,,,establish an enterprise before obtaining an Investment Registration Certificate
VN-30,dangers society,Vietnam,"Hanoi ranked as the 10th most polluted major city in the world on January 15, 2026, with an AQI above 170, and averaged PM2.5 of 45 ug/m3 over 2024.","IQAir. (2026, January 16). Hanoi among top 10 most polluted cities in the world. IQAir Newsroom.",https://www.iqair.com/newsroom/hanoi-among-top-10-most-polluted-cities-in-the-world-1-16-2026,2026-09-13,,,"Hanoi, Vietnam, ranked as the 10th most polluted major city as of January 15, 2026"
VN-31,dangers society,Vietnam,"Vietnam ranked 18th among the world's most polluted countries in IQAir's 2025 World Air Quality Report, with an average PM2.5 concentration of 29.7 ug/m3.",IQAir. (2026). World's most polluted countries and regions. IQAir.,https://www.iqair.com/world-most-polluted-countries,2026-09-13,,,29.7
VN-32,dangers society,Vietnam,"In PISA 2022 Vietnam scored 469 in mathematics, 462 in reading and 472 in science, ranking 31st, 34th and 37th respectively - above many peers but down sharply from 2018.","Viet Nam News. (2023, December). PISA 2022: Vietnamese students experience a decline in performance rankings. Viet Nam News.",https://vietnamnews.vn/society/1637663/pisa-2022-vietnamese-students-experience-a-decline-in-performance-rankings.html,2026-09-13,,,Vietnamese students have witnessed a decline in their average mathematics score by 27 points
VN-33,dangers society,Vietnam,"Vietnam's labour force aged 15+ reached 52.9 million in Q1 2025, growing by about 500,000 people a year, but only 28.8% of workers held a diploma or certificate.","Vietnam News Agency. (2025, April 12). Vietnam's labour force grows by half a million annually: Report. VietnamPlus.",https://en.vietnamplus.vn/vietnams-labour-force-grows-by-half-a-million-annually-report-post313243.vnp,2026-09-13,,,"some 500,000 people joining the labour force every year"
VN-34,dangers society,Vietnam,"The World Bank warns Vietnam is ageing unusually fast: it became an aging society in 2015 and will be an aged society by 2035, risking 'getting old before getting rich'.","World Bank. (2021, September 24). Vietnam: Adapting to an aging society. World Bank.",https://www.worldbank.org/en/country/vietnam/publication/vietnam-adapting-to-an-aging-society,2026-09-13,,,"In 2015, Vietnam became an aging society. By 2035, it will be an aged society."
VN-35,dangers security,Vietnam,"Vietnam recorded 15,251 traffic accidents with 8,515 deaths and 10,204 injuries in the first 10 months of 2025, a 7.2% fall in fatalities year on year.","Xinhua. (2025, November 7). Over 8,500 people killed in traffic accidents in Vietnam in 10 months. Xinhua News Agency.",https://english.news.cn/asiapacific/20251107/44a6cb5eea234e539f78723aeae525e7/c.html,2026-09-13,,,"Vietnam recorded 15,251 traffic accidents in the first 10 months of this year, resulting in 8,515 deaths and 10,204 injuries."
VN-36,dangers security,Vietnam,"Typhoon Yagi in September 2024 killed 318 people in Vietnam and caused roughly VND 81 trillion (about USD 3.3 billion) in economic damage, per the Ministry of Planning and Investment.","Viet Nam News. (2024, September 30). Typhoon Yagi killed 318 people, damage reaches $3.3 billion. Viet Nam News.",https://vietnamnews.vn/society/1663938/typhoon-yagi-killed-318-people-damage-reaches-3-3-billion.html,2026-09-13,,,The total estimated economic damage caused by Typhoon Yagi and its residual effects is roughly VND81 trillion (approximately US$3.3 billion)
VN-37,dangers security,Vietnam,"Typhoon Kajiki made landfall in Nghe An and Ha Tinh on August 25-26, 2025, killing seven people and knocking out power to nearly 1.6 million customers.","Vietnam Briefing. (2025, August). Aftermath of Typhoon Kajiki: Damage reports and safety updates. Dezan Shira & Associates.",https://www.vietnam-briefing.com/news/aftermath-of-typhoon-kajiki-damage-reports-and-safety-updates.html/,2026-09-13,,,resulting in power outages affecting nearly 1.6 million customers
VN-38,dangers security,Vietnam,"2025 was a record flood year: Bach Ma Peak recorded 1,739.6mm of rain in 24 hours on October 26-27, the highest single-day rainfall in Vietnam's history, and south-central floods in November killed 158 people.",VnExpress International. (2025). A year under water: Record floods sweep Vietnam from megacities to tourist hubs in 2025. VnExpress.,https://e.vnexpress.net/news/news/environment/a-year-under-water-record-floods-sweep-vietnam-from-megacities-to-tourist-hubs-in-2025-4998103.html,2026-09-13,,,the highest single-day rainfall ever recorded in Vietnam's history
VN-39,dangers security,Vietnam,"Ho Chi Minh City set repeated rainfall and tidal records in 2025, including nearly 230mm in 90 minutes on May 10 - the heaviest single downpour in eight years - and a 1.78m tidal peak on November 6.",VnExpress International. (2025). A year under water: Record floods sweep Vietnam from megacities to tourist hubs in 2025. VnExpress.,https://e.vnexpress.net/news/news/environment/a-year-under-water-record-floods-sweep-vietnam-from-megacities-to-tourist-hubs-in-2025-4998103.html,2026-09-13,,,the heaviest unseasonal rainfall in two decades
VN-40,dangers security,Vietnam,"Vietnam's hottest temperature on record is 44.2C (111.6F), measured on May 7, 2023 in Tuong Duong district in the north.","Gizmodo. (2023, May). Vietnam records its hottest-ever temperature. Gizmodo.",https://gizmodo.com/vietnam-hottest-record-temperature-2023-1850414201,2026-09-13,,,reaching about 44.2 C (111.6 F) in the northern district of Tuong Duong
VN-41,dangers security,Vietnam,Drive-by bag snatching and metered taxi scams are the main travel risks in Vietnamese cities; World Nomads advises using only established taxi firms such as Mai Linh and Vinasun.,World Nomads. (n.d.). Crime in Vietnam: How to spot travel scams and rip-offs. World Nomads.,https://www.worldnomads.com/travel-safety/southeast-asia/vietnam/vietnam-crime-and-scams,2026-09-13,,,"Don't leave your bag dangling from your body, as the infamous 'Saigon Cowboys' love the drive-by snatch."
VN-42,dangers security,Vietnam,Vietnam's drug laws are enforced against foreigners on the basis of blood tests: police can arrest and charge a visitor even if the drugs were taken abroad before arrival (US State Department).,U.S. Department of State. (n.d.). Vietnam international travel information. Travel.State.Gov.,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Vietnam.html,2026-09-13,,,"If drugs show up in your blood test, police can arrest and charge you, even if you took the drugs in another country before you arrived in Vietnam."
